first,name,organization,image (please don't edit),bioguide,twitter,state,phone,email,party affiliation,office 1,office 1 phone,office 1 geo,office 2,office 2 phone,office 2 geo,office 3,office 3 phone,office 3 geo,office 4,office 4 phone,office 4 geo,office 5,office 5 phone,office 5 geo,office 6,office 6 phone,office 6 geo,office 7,office 7 phone,office 7 geo,office 8,office 8 phone,office 8 geo,Event 1,Event 2,EFF score -4 (to,First cloture vote USAF,,,sp/co FISA Courts Reform Act (+3),"sp/co S. 1551, IOSRA (+4)",sp/co FISA Improvements Act (-4),sp/co FISA Transparency & Modernization Act (-4),sp/co Surveillance State Repeal Act (2014 or 2015) (+4),sp/co USA FREEDOM prior to 2014-05-18 (+2),voted for Conyers/Amash amendment (+4),voted for House version of USA Freedom 2014 (-2),voted for Massie-Lofgren amendment 2014 (+3),Sp/co whistleblower protection for IC employees/contractors,1st USAF cloture vote,Straight reauth,Sp/co FISA Reform Act,Amdmt 1449: Data retention,Amdmt 1450: Extend implementation to 1yr,Amdmt 1451: Gut amicus,Final passage USAF,Sp/co 702 reforms (+4),Massie-Lofgrenamdmt to HR2685: Defund 702 (+3/-3),Massie-Lofgren amdmt on HR4870: No Encryption Backdoors (+3/-3),Total points,Grade,,,
Jerry,McNerney,House,camcnerneygeraldm.jpg,M001166,RepMcNerney,California,,,Democrat,,,"2200A Douglas Blvd, Suite 240
Roseville, CA 95661",916-786-5560,"38.7436968,-121.2463077",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,3,3,8,B,,,
Martha,McSally,House,azmcsallymartha.jpg,M001197,,Arizona,,,Republican,,,"543 Easton Turnpike, Suite 101
Lake Ariel, PA 18436", 570-689-6024,"41.400944,-75.39838","713 Bridge Street, Room 29
Selinsgrove, PA 17870", 570-374-9469,"40.8115979,-76.863336","1020 Commerce Park Drive, Suite 1A
Williamsport, PA 17701", 570-322-3961,"41.2471701,-76.9833818",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0,-2,D+,,,
Mark,Meadows,House,ncmeadowsmark.jpg,M001187,RepMarkMeadows,North Carolina,,,Republican,,,"709 Beechurst Ave., Suite 29
Morgantown, WV 26505", 304.284.8506,"39.6413959,-79.9628946","Horne Building 1100 Main Street, Suite 101
Wheeling, WV 26003",(304) 232-3801,"40.068749,-80.723545","Federal Building
425 Juliana Street Suite 1004
Parkersburg, WV 26101", (304) 422-5972,"39.26687,-81.5616585",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,3,3,17,A+,,,
Patrick,Meehan,House,pameehanpatrick.jpg,M001181,RepMeehan,Pennsylvania,,,Republican,,,"940 West Sproul Road
Springfield, PA 19064",(610) 690-7323,"39.9393372,-75.3505494","2004 Weavertown Road
Douglassville, PA 19518",,"40.298305,-75.738629","2 Township Drive
Paradise, PA 17562",,"40.004637,-76.109313","960 Wentz Road
Blue Bell, PA 19422",,"40.16179,-75.285038","500 Suplee Road
Honey Brook, PA 19344",,"40.0946776,-75.8880215",,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
Gregory,Meeks,House,nymeeksgregoryw.jpg,M001137,GregoryMeeks,New York,,,Democrat,,,"1456 Ebenezer Rd.
Rock Hill, SC 29732",(803) 327-1114 ,"34.951326,-81.042083","110 Railroad Avenue
Gaffney, SC 29340",(864) 206-6004,"35.0771188,-81.6454906","
531-A Oxford Drive
Sumter, SC 29150",803) 774-0186,"33.9348277,-80.3686399",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,3,3,8,B,,,
Bob,Menendez,Senate,njmenendezrobert.jpg,M000639,SenatorMenendez,New Jersey,202.224.4744,http://www.menendez.senate.gov/contact,Democrat,"One Gateway Center, 11th Floor
Newark, NJ 07102",973-645-3030,"40.7344324,-74.1655207","208 White Horse Pike, Suite 18
Barrington, NJ 08007",856-757-5353 ,"39.872938,-75.047946",,,,,,,,,,,,,,,,,,,,,0,1,,,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,8,B,,,
Grace,Meng,House,nymenggrace.jpg,M001188,RepGraceMeng,New York,,,Democrat,,,"541 Buttermilk Pike, Suite 208
Crescent Springs, Kentucky 41017", (859) 426-0080,"39.048611,-84.577759","1700 Greenup Ave. R-505
Ashland, KY 41101",606) 324-9898,"38.4791163,-82.6379133","108 W Jefferson St
LaGrange, KY 40031", (502) 265-9119,"38.4084965,-85.3793899",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,3,3,8,B,,,
Jeff,Merkley,Senate,ormerkleyjeff.jpg,M001176,SenJeffMerkley,Oregon,(202) 224-3753,http://www.merkley.senate.gov/contact,Democrat,"One World Trade Center, Suite 1400
121 SW Salmon Street
Portland, OR 97204",503-326-3386,"45.5160999,-122.6748205","495 State Street, Suite 330
Salem, OR 97301",503-362-8102,"44.9399514,-123.0373479","310 SE Second Street, Suite 105
Pendleton, OR 97801",541-278-1129,"45.6720914,-118.7846751","405 East 8th Avenue, Suite 2010
Eugene, OR 97401",541-465-6750,"44.0519352,-123.085788","Jamison Building, Suite 208
131 NW Hawthorne
Bend, OR 97701",541-318-1298,"44.057767,-121.309531","10 South Bartlett Street, Suite 201
Medford, OR 97501",541-608-9102 ,"42.3266304,-122.8712245",,,,,,,,,0,1,,,3,4,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,15,A+,,,
Luke,Messer,House,inmesserluke.jpg,M001189,RepLukeMesser,Indiana,,,Republican,,,"123 Grand Street
2nd Floor
Newburgh, NY 12550",845-561-1259,"41.5036879,-74.010127",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,1,0,3,-3,1,C-,,,
John,Mica,House,flmicajohnl.jpg,M000689,,Florida,,,Republican,,,"Henderson County Court House
200 N. Grove Street, Suite 90
Hendersonville, NC 28792", (828) 693-5660,"35.3160054,-82.4569738",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,3,3,14,A,,,
Barbara,Mikulski,Senate,mdmikulskibarbaraa.jpg,M000702,SenatorBarb,Maryland,(202) 224-4654,http://www.mikulski.senate.gov/contact/,Democrat,"The Gallery Plaza Building, Suite 200
212 West Main Street
Salisbury, MD 21801",410-546-7711 ,"38.3652837,-75.6023764","32 West Washington Street, Room 203
Hagerstown, MD 21740
",301-797-2826 ,"39.642645,-77.721057"," 901 South Bond Street, Suite 310
Baltimore, MD 21231
",410-962-4510,"39.280629,-76.59432","6404 Ivy Lane, Suite 406
Greenbelt, MD 20770-1407",301-345-5517,"39.0094762,-76.8958855"," 60 West Street, Suite 202
Annapolis, MD 21401-2448
",410-263-1805,"38.978542,-76.495487",,,,,,,,,,,,-,1,,,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,8,B,,,
Candice,Miller,House,mimillercandices.jpg,M001150,CandiceMiller,Michigan,,,Republican,,,"107 W. Charles St.
Muncie, IN 47305",: 765-747-5566,"40.191118,-85.3867639","Richmond Municipal Building
50 N. 5th Street
Richmond, IN 47374", 765-962-2883,"39.8300461,-84.8958955","2 Public Square
Shelbyville, IN 46176", 317-421-0704,"39.524864,-85.776797",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,-3,3,2,C-,,,
Jeff,Miller,House,flmillerjeff.jpg,M001144,,Florida,,,Republican,,,"118-35 Queens Boulevard, 17th Floor
Forest Hills, NY 11375", 718-358-MENG (6364),"40.7148382,-73.8310864","40-13 159th Street (Corner of Northern Boulevard)
Flushing, NY 11358",,"40.7632006,-73.8064221",,,,,,,,,,,,,,,,,,,,,,,0,0,0,-4,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-11,F,,,
John,Moolenaar,House,mimoolenaarjohn.png,M001194,,Michigan,,,Republican,,,"1 E. Choctaw, Suite 175
McAlester, OK 74501",(918) 423-5951,"34.9324445,-95.7694085","3109 Azalea Park Dr.
Muskogee, OK 74401",(918) 687-2533,"35.7676846,-95.4014819",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0,-2,D+,,,
Alex,Mooney,House,wvmooneyalex.jpg,M001195,,West Virginia,,,Republican,,,"171 SW Flagler Ave 
Stuart, Fl 34994",(772) 781-3266,"27.2006048,-80.2560519","2300 Virginia Avenue, Room 200A
Fort Pierce, FL 34982",(772) 489-0736,"27.4263828,-80.3483044","2000 PGA Blvd 
Suite A3220 
Palm Beach Gardens, Fl 33408",(561) 253-8433,"26.8429517,-80.0623144","121 SW Port St. Lucie Blvd, Room 187 
Port St. Lucie, Fl 3498",(772) 336-2877,"27.2741773,-80.342981",,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,C,,,
Gwen,Moore,House,wimooregwen.jpg,M001160,RepGwenMoore,Wisconsin,,,Democrat,,,"Gibson House Community Center
535 East Main Street
Marlton, NJ 08053",(856) 267-5182,"39.8861481,-74.8928045","Township of Toms River Town Hall
33 Washington St
Toms River, NJ 08753",(732) 569-6495,"39.9525591,-74.1968752",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,3,3,14,A,,,
Jerry,Moran,Senate,ksmoranjerry.jpg,M000934,JerryMoran,Kansas,(202) 224-6521,http://www.moran.senate.gov/public/index.cfm/e-mail-jerry,Republican,"PO Box 1154
Olathe, KS 66051",913-393-0711,"38.88,-94.8199999","1200 Main Street Suite 402, PO Box 249
Hays, KS 67601-0249",785-628-6401,"38.8728754,-99.3295654","3450 North Rock Road Building 200 Suite 209, PO Box 781753
Wichita, KS 67226",316-631-1410,"37.7458354,-97.2434147","306 N. Broadway Suite 125, PO Box 1372
Pittsburg, KS 66762",620-232-2286,"37.4105825,-94.7045534","923 Westport Place Suite 210, PO Box 067
Manhattan, KS 66502",785-539-8973,"39.1928873,-96.6064236",,,,,,,,,,,,-,4,,,0,0,0,0,0,0,0,0,0,0,4,3,0,1,1,1,4,0,0,0,14,A,,,
Seth,Moulton,House,mamoultonseth.jpg,M001196,,Massachusetts,,,Democrat,,,"200 East Main Street
Suite 230
Midland, MI 48640", (989) 631-2552,"43.6125894,-84.2447609",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0,-2,D+,,,
Markwayne,Mullin,House,okmullinmarkwayne.jpg,M001190,RepMullin,Oklahoma,,,Republican,,,"405 Capitol Street
Suite 514
Charleston, WV 25301", (304) 925-5964,"38.3517711,-81.6319612","300 Foxcroft Avenue
Suite 102
Martinsburg, WV 25401",(304) 264-8810,"39.460718,-77.9869159",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,-3,3,8,B,,,
Mick,Mulvaney,House,scmulvaneymick.jpg,M001182,RepMickMulvaney,South Carolina,,,Republican,,,"17 Peabody Square
Peabody, MA 01960", (978) 531-1669,"42.5260456,-70.9269821",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,4,0,3,0,13,A,,,
Lisa,Murkowski,Senate,akmurkowskilisa.jpg,M001153,LisaMurkowski,Alaska,(202) 224-6665,http://www.murkowski.senate.gov/public/index.cfm/emaillisa,Republican,"851 East Westpoint Drive, Suite 307
Wasilla, AK 99654",907-376-7665,"61.582548,-149.428677","510 L Street, Suite 600
Anchorage, AK 99501",907-271-3735,"61.217151,-149.904299","805 Frontage Road, Suite 105
Kenai, AK 99611",907-283-5808,"60.5539945,-151.2579914","1900 First Avenue, Suite 225
Ketchikan, AK 99901",907-225-6880,"55.3492918,-131.667561","101 12th Avenue, Suite 329
Fairbanks, AK 99701",907-456-0233,"64.8382974,-147.7082448","800 Glacier Avenue, Suite 101
Juneau, AK 99801",907-586-7277,"58.3002658,-134.4205527",,,,,,,,,0,1,,,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,8,B,,,
Christopher,Murphy,Senate,ctmurphychristopher.jpg,M001169,ChrisMurphyCT,Connecticut,(202) 224-4041,http://www.murphy.senate.gov/contact,Democrat,"One Constitution Plaza
7th Floor
Hartford, Connecticut 06103",(860) 549-8463,"41.7676975,-72.6707565",,,,,,,,,,,,,,,,,,,,,,,,-,1,,,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,8,B,,,
Patrick,Murphy,House,flmurphypatrick.jpg,M001191,,Florida,,,Democrat,,,"201 Varick Street, Suite 669
New York, NY 10014", 212-367-7350,"40.7127634,-73.9292943","6605 Fort Hamilton Parkway
Brooklyn, NY 11219",718-373-3198,"40.6297904,-74.0099765",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
Tim,Murphy,House,pamurphytim.jpg,M001151,RepTimMurphy,Pennsylvania,,,Republican,,,"77 Calle Portal
Suite B-160
Sierra Vista, AZ 85635",(520) 459-3115,"31.5533257,-110.2663524","4400 E. Broadway Blvd
Suite 510
Tucson, AZ 85711",(520) 881-3588,"32.2209501,-110.8978685",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
Patty,Murray,Senate,wamurraypatty.jpg,M001111,PattyMurray,Washington,(202) 224-2621,http://www.murray.senate.gov/public/index.cfm/contactme,Democrat,"The Marshall House
1323 Officer's Row
Vancouver, WA 98661",360-696-7797,"45.6275342,-122.6574116","Jackson Federal Building, Suite 2988
915 2nd Avenue
Seattle, WA 98174",206-553-5545,"47.6046037,-122.3356036","402 East Yakima Avenue, Suite 420
Yakima, WA 98901",509-453-7462,"46.6030785,-120.5010807","10 North Post Street, Suite 600
Spokane, WA 99201",509-624-9515,"47.6576154,-117.4233598","2930 Wetmore Avenue, Suite 903
Everett, WA 98201",425-259-6515,"47.9782095,-122.2076462","950 Pacific Avenue, #650
Tacoma, WA 98402",253-572-3636,"47.2535399,-122.4390892",,,,,,,,,-,1,,,3,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,11,A-,,,
Jerrold,Nadler,House,nynadlerjerroldl.jpg,N000002,RepJerryNadler,New York,,,Democrat,,,"300 State Street, Suite 200
Springfield, MA 01105",(413) 785-0325,"42.1049974,-72.5834803","78 Center St.
Pittsfield, MA 01201",(413) 442-0946,"42.452112,-73.255407",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,3,3,14,A,,,
Grace,Napolitano,House,canapolitanogracef.jpg,N000179,GraceNapolitano,California,,,Democrat,,,"Brainerd City Hall
501 Laurel Street
Brainerd, MN 56401",(218) 454-4078,"46.3559828,-94.2018082","Chisago County Government Center
313 North Main Street Room 103
Center City, MN 55012",218-491-3131,"45.39911,-92.8224784","Chisholm City Hall
316 West Lake Street, Room #7
Chisholm, MN 55719",218-491-3114,"47.4888453,-92.878694","Duluth Technology Village
11 E. Superior Street #125
Duluth, MN 55802",(218) 464-5095,"46.7885362,-92.0961284",,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,3,3,14,A,,,
Richard,Neal,House,manealricharde.jpg,N000015,RepRichardNeal,Massachusetts,,,Democrat,,,"90 K Street, NE
Suite 100
Washington, DC 20001",(202) 408-9041,"38.9024985,-77.0119506","2041 Martin Luther King Jr. Ave., S.E.
Suite 238
Washington, DC 20020",(202) 678-8900,"38.8660233,-76.9895253",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,2,4,0,3,0,0,0,0,0,0,0,4,4,3,3,27,A+,,,
Bill,Nelson,Senate,flnelsonbill.jpg,N000032,SenBillNelson,Florida,202-224-5274,http://www.billnelson.senate.gov/contact-bill,Democrat,"3416 South University Drive
Fort Lauderdale,  FL 33328",954-693-4851,"25.9845132,-80.2473929","2000 Main Street
Suite 801
Fort Myers,  FL 33901",239-334-7760,"26.6412067,-81.8719482","1301 Riverplace Blvd.
Suite 2010
Jacksonville,  FL 32207",904-346-4500,"30.3191858,-81.6567288","2555 Ponce De Leon Boulevard
Suite 610
Coral Cables, FL 33134",305-536-5999,"25.748141,-80.258148","225 East Robinson Street
Suite 410
Orlando,  FL 32801",407-872-7161,"28.5462289,-81.3745952","111 North Adams Street
Tallahassee,  FL 32301",850-942-8415,"30.4432698,-84.2813422","801 N. Florida Ave.
4th Floor
Tampa,  FL 33602",813-225-7040,"27.951465,-82.458149","413 Clematis Street
Suite 210
West Palm Beach,  FL 33401",561-514-0189,"26.7133975,-80.0543232",,,-,1,,,0,0,0,0,0,0,0,0,0,0,1,-3,0,-3,-2,1,1,0,0,0,-5,D,,,
Randy,Neugebauer,House,txneugebauerrandy.jpg,N000182,RandyNeugebauer,Texas,,,Republican,,,"4401 Santa Anita Ave, Suite 201
El Monte, CA 91731", 626-350-0150,"34.0865936,-118.0288903",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,3,3,8,B,,,
Dan,Newhouse,House,wanewhousedan.jpg,N000189,,Washington,,,Republican,,,"264 Clovis Avenue 
Suite 206 
Clovis, CA 93612 ",(559) 323-5235 ,"36.8268385,-119.7008909","113 North Church Street 
Suite 208 
Visalia, CA 93291 ",559) 733-3861 ,"36.3303057,-119.2912137",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0,-2,D+,,,
Kristi,Noem,House,sdnoemkristi.jpg,N000184,RepKristiNoem,South Dakota,,,Republican,,,"1510 Scurry St. Suite B
Big Spring, TX 79720", (432) 264-0722,"32.2403045,-101.4724022","500 Chestnut St. Suite 819
Abilene, TX 79602", (325) 675-9779,"32.444255,-99.7343555","611 University Ave. Suite #220
Lubbock, TX 79401",(806) 763-1611,"33.5885798,-101.8702711",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,0,-2,3,0,0,0,0,0,0,0,1,0,-3,3,4,C,,,
Richard,Nolan,House,mnnolanrichard.jpg,N000127,USRepRickNolan,Minnesota,,,Democrat,,,"300 N. Dakota Avenue, Suite 314
Sioux Falls, SD 57104",(605) 275-2868,"43.5506423,-96.7292724","343 Quincy Street
Rapid City, SD 57701",(605) 791-4673,"44.0767532,-103.2237906","415 S. Main Street, Suite 203
Aberdeen, SD 57401",(605) 262-2862,"45.4605007,-98.487812","818 S. Broadway, Suite 113
Watertown, SD 57201", (605) 878-2868,"44.8912646,-97.1181668",,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,1,0,3,3,14,A,,,
Donald,Norcross,House,njnorcrossdavid.jpg,N000188,,New Jersey,,,Democrat,,,"212 W. MAIN ST
SUITE 204
INVERNESS, FL 34450", 352-341-2354,"28.8363417,-82.3321296","11035 SPRING HILL DR.
SPRING HILL, FL 34608",352-684-4446,"28.4614557,-82.5410861","115 S.E. 25TH AVE.
OCALA, FL 34471", 352-351-1670,"29.186559,-82.1031631","8015 EAST CR-466
THE VILLAGE, FL 32162",352-689-4684,"28.9188822,-81.970805",,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,C,,,
Richard,Nugent,House,flnugentrichardb.jpg,N000185,RepRichNugent,Florida,,,Republican,,,"402 E. Yakima Ave
Suite #445
Yakima, WA 98901",(509) 452-3243,"46.6030785,-120.5010807","3100 George Washington Way #135
Richland, WA 99354",(509) 713-7374,"46.3444955,-119.27197",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,4,0,3,3,17,A+,,,
Devin,Nunes,House,canunesdevin.jpg,N000181,Rep_DevinNunes,California,,,Republican,,,"22333 Grand Corner Dr.
Suite 151
Katy, TX 77494", (281) 889-7134,"29.7035409,-95.7716839","6302 W. Broadway St.
Suite 220
Pearland, TX 7758", (281) 485-4855,"29.5589525,-95.3166409","1650 Highway 6
Suite 150
Sugar Land, TX 77478",(281) 494-2690,"29.5990362,-95.6286619",,,,,,,,,,,,,,,,,,,,0,0,0,-4,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-11,F,,,
Pete,Olson,House,txolsonpete.jpg,O000168,OlsonPressShop,Texas,,,Democrat,,,"303 N Oregon St Suite 210
El Paso, TX 79901 ",915-541-1400,"31.759125,-106.489095",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,3,3,8,B,,,
Beto,O'Rourke,House,txorourkebeto.jpg,O000170,RepBetoORourke,Texas,,,Republican,,,"504 Broadway
Long Branch, NJ 07740",(732) 571-1140,"40.299971,-73.998411","67/69 Church St.
New Brunswick, NJ 08901", (732) 249-8892,"40.4962932,-74.44275",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,0,3,0,0,0,0,0,0,0,1,4,3,3,20,A+,,,
Steven,Palazzo,House,mspalazzosteven.jpg,P000601,CongPalazzo,Mississippi,,,Republican,,,"2-10 North Van Brunt St.
Englewood, NJ 07631", (201) 935-2248,"40.8942999,-73.9755003","367 Valley Brook Ave
Lyndhurst, NJ 07071",201) 935-2248,"40.8126716,-74.1243659","330 Passaic Street
1st Street
Passaic, NJ 07055",: (973) 472-4510,"40.8650179,-74.1176706","200 Federal Plaza
Suite 500 Robert A. Roe Federal Building
Paterson, NJ 07505",(973) 523-5152,"41.8255054,-87.6290383",,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,-3,3,2,C-,,,
Frank,Pallone,House,njpallonefrankjr.jpg,P000034,FrankPallone,New Jersey,,,Democrat,,,"90 7th Street
Suite 2-800
San Francisco, CA 94103",(415) 556-4862,"37.7793739,-122.4111351",,,,,,,,,,,,,,,,,,,,,,June 4: http://politicalpartytime.org/party/39331/,,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,3,13,A,,,
Gary,Palmer,House,alpalmergary.jpg,P000609,,Alabama,,,Republican,,,"1420 East College Drive SW/WC
Marshall, MN 56258",507-537-2299,"44.447702,-95.761186","2603 Wheat Drive
Red Lake Falls, MN 56750",218-253-4356,"47.88219,-96.2742143","324 3rd Street, SW, Suite 4
Willmar, MN 56201",320-235-1061,"45.1213292,-95.0465852","714 Lake Avenue Suite 107
Detroit Lakes , MN 56501",218-847-5056,"46.8188699,-95.847078","100 N. First Street
Montevideo, MN 56265", 320-235-1061 ,"44.945569,-95.7243074","230 East 3rd Street
Redwood Falls, MN 56283",507-637-2270,"44.5395821,-95.1175244",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0,-2,D+,,,
Bill,Pascrell,House,njpascrellwilliamjjr.jpg,P000096,BillPascrell,New Jersey,,,Democrat,,,"150 N. Queen St. Suite 716
Lancaster, PA 17603",(717) 393-0667,"40.040528,-76.306931","Reading City Hall, 815 Washington Street, Auditor’s Office, Room 2-36
Reading, PA 19601",: (610) 374-3637,"40.3537241,-75.9405178","Post Office Box 837
Unionville, PA (Routes 82 and 926), PA 19375",(610) 444-4581,"39.8940664,-75.7299519",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,-2,3,0,0,0,0,0,0,0,1,0,-3,3,6,C+,,,
Rand,Paul,Senate,kypaulrand.jpg,P000603,RandPaul,Kentucky,(202) 224-4343,http://www.paul.senate.gov/connect/email-rand,Republican,"1029 State Street
Bowlling Green, KY 42101",270-782-8303,"36.991545,-86.4427761","541 Buttermilk Pike, Suite 102
Crescent Springs, KY 41017",859-426-0165,"39.048611,-84.577759","1100 South Main Street, Suite 12
Hopkinsville, KY 42240",270-885-1212,"36.864579,-87.4895134","771 Corporate Drive, Suite 105
Lexington, KY 40503",859-219-2239,"38.0134145,-84.5524358","600 Dr. Martin Luther King Jr. Plaza, Room 1072B
Louisville, KY 40202",502-582-5341,"38.2486082,-85.7622452","423 Frederica Street, Suite 305
Owensboro, KY 42301",270-689-9085,"37.771803,-87.112896","Gorman Education Center, Suite 2
601 Main Street
Hazard, KY 41701",606-435-2390,"37.2459229,-83.1905995","Gorman Education Center, Suite 2
601 Main Street
Hazard, KY 41701",606-435-1761 ,"37.2459229,-83.1905995","May 28: 2109 Brady St., Davenport IA (with Chuck Grassley)",May 27: http://politicalpartytime.org/party/39374/,-,4,,,0,4,0,0,0,0,0,0,0,0,4,3,0,1,1,1,4,4,0,0,22,A+,,,
Erik,Paulsen,House,mnpaulsenerik.jpg,P000594,RepErikPaulsen,Minnesota,,,Republican,,,"436 N. Harrington St
Suite 100
Raleigh, NC 27603", 919.859.5999,"35.7758237,-78.6452568","1777 Fordham Blvd, Suite 204
Chapel Hill, NC 27514", 919.967.7924,"35.9454724,-79.0138004","301 Green St, Suite 315
Fayetteville, NC 28301", 910.323.0260,"35.056253,-78.87776",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,-3,3,2,C-,,,
Donald,Payne,House,njpaynedonaldmjr.jpg,P000604,RepDonaldPayne,New Jersey,,,Democrat,,,"1101 New York Avenue, Room 115
Alamogordo, NM 88310"," 855-4-PEARCE (732723)
","32.900947,-105.959425","200 East Broadway, Suite 200
Hobbs, NM 88240",,"32.7010234,-103.1345505","570 N Telshor Blvd
Las Cruces, NM 88011",,"32.3267738,-106.7542167","3445 Lambros Loop NE
Los Lunas, NM 87031",,"34.8059,-106.701","1717 W 2nd Street, Suite 110
Roswell, NM 88201",,"33.3945215,-104.549276","111 School of Mines Road
Socorro, NM 87801",,"34.0581218,-106.8939734",,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,3,3,8,B,,,
Steve,Pearce,House,nmpearcesteve.jpg,P000588,team-cable,New Mexico,,,Republican,,,"85-C Mill Street, Suite 300
Roswell, GA 30075", 770-998-0049,"34.0137629,-84.3601582",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-1,D+,,,
Nancy,Pelosi,House,capelosinancy.jpg,P000197,NancyPelosi,California,,,Democrat,,,"1801 Kingwood Drive, Suite 240
Kingwood, TX 77339",(281) 446-0242,"30.051356,-95.2296668","710 N. Post Oak Rd, Suite 510
Houston, TX 77024",,"29.7787553,-95.456178",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,3,3,8,B,,,
David,Perdue,Senate,gaperduedavid.jpg,P000612,sendavidperdue,Georgia,(202) 224-3521,http://www.perdue.senate.gov/content/contact-david,Republican,"One Overton Park, Suite 970
3625 Cumberland Boulevard
Atlanta, GA 30339",770-661-0999,"33.8841172,-84.4539174",,,,,,,,,,,,,,,,,,,,,,,,-4,-4,,,0,0,0,0,0,0,0,0,0,0,-4,-3,0,-3,-2,-3,-4,0,0,0,-19,F,,,
